,const,linear_drift,scene_boxcar,scene_hrf
465.0,1.0,-0.5793758480325644,1.0,1.0
466.0,1.0,-0.5784712799638172,1.0,1.0
467.0,1.0,-0.57756671189507,1.0,1.0
468.0,1.0,-0.5766621438263229,1.0,1.0
469.0,1.0,-0.5757575757575757,1.0,1.0
470.0,1.0,-0.5748530076888285,1.0,1.0
471.0,1.0,-0.5739484396200814,1.0,1.0
472.0,1.0,-0.5730438715513342,1.0,1.0
473.0,1.0,-0.572139303482587,1.0,1.0
474.0,1.0,-0.5712347354138398,1.0,1.0
475.0,1.0,-0.5703301673450927,1.0,1.0
476.0,1.0,-0.5694255992763455,1.0,1.0
477.0,1.0,-0.5685210312075983,1.0,1.0
478.0,1.0,-0.5676164631388512,1.0,1.0
479.0,1.0,-0.566711895070104,1.0,1.0
480.0,1.0,-0.5658073270013568,1.0,1.0
481.0,1.0,-0.5649027589326097,1.0,1.0
482.0,1.0,-0.5639981908638625,1.0,1.0
483.0,1.0,-0.5630936227951153,1.0,1.0
484.0,1.0,-0.5621890547263682,1.0,1.0
485.0,1.0,-0.561284486657621,1.0,1.0
486.0,1.0,-0.5603799185888738,1.0,1.0
487.0,1.0,-0.5594753505201266,1.0,1.0
488.0,1.0,-0.5585707824513795,1.0,1.0
489.0,1.0,-0.5576662143826323,1.0,1.0
490.0,1.0,-0.5567616463138851,1.0,1.0
491.0,1.0,-0.555857078245138,1.0,1.0
492.0,1.0,-0.5549525101763908,1.0,1.0
493.0,1.0,-0.5540479421076436,1.0,1.0
494.0,1.0,-0.5531433740388965,1.0,1.0
495.0,1.0,-0.5522388059701493,1.0,1.0
496.0,1.0,-0.5513342379014021,1.0,1.0
497.0,1.0,-0.550429669832655,1.0,1.0
498.0,1.0,-0.5495251017639078,1.0,1.0
499.0,1.0,-0.5486205336951606,1.0,1.0
500.0,1.0,-0.5477159656264134,1.0,1.0
501.0,1.0,-0.5468113975576663,1.0,1.0
502.0,1.0,-0.5459068294889191,1.0,1.0
503.0,1.0,-0.5450022614201719,1.0,1.0
504.0,1.0,-0.5440976933514248,1.0,1.0
505.0,1.0,-0.5431931252826776,1.0,1.0
506.0,1.0,-0.5422885572139303,1.0,1.0
507.0,1.0,-0.5413839891451832,1.0,1.0
508.0,1.0,-0.540479421076436,1.0,1.0
509.0,1.0,-0.5395748530076888,1.0,1.0
510.0,1.0,-0.5386702849389416,1.0,1.0
511.0,1.0,-0.5377657168701945,1.0,1.0
512.0,1.0,-0.5368611488014473,1.0,1.0
513.0,1.0,-0.5359565807327001,1.0,1.0
514.0,1.0,-0.535052012663953,1.0,1.0
515.0,1.0,-0.5341474445952058,1.0,1.0
516.0,1.0,-0.5332428765264586,1.0,1.0
517.0,1.0,-0.5323383084577115,1.0,1.0
518.0,1.0,-0.5314337403889643,1.0,1.0
519.0,1.0,-0.530529172320217,1.0,1.0
520.0,1.0,-0.5296246042514698,1.0,1.0
521.0,1.0,-0.5287200361827227,1.0,1.0
522.0,1.0,-0.5278154681139755,1.0,1.0
523.0,1.0,-0.5269109000452283,1.0,1.0
524.0,1.0,-0.5260063319764812,1.0,1.0
525.0,1.0,-0.525101763907734,1.0,1.0
526.0,1.0,-0.5241971958389868,1.0,1.0
